Initial parameters - (54,45) cm
Number of elements - (Adaptive perimeter (cm) , Fixed perimeter(cm))
1-(488.2034983678538,488.2034983678538)
4-(25.0,0.0)
2-(224.0,196.01586687317862)
2-(121.0,103.04423903774521)
2-(243.01586687317862,210.23662584240924)
3-(239.05544159831405,239.59879971378157)
3-(98.0,51.52211951887261)
2-(238.14776815283952,237.94422758289096)
6-(86.70948627701794,86.75334301551378)
2-(250.69909375646552,250.2521390025521)
