(Sx,Sy)
(39.954829519620944,31.25)
(37.59225323082024,31.25)
(56.99341612069917,42.745062090524385)
(38.80175385748372,31.25)
(36.41154865063294,31.25)
(26.30903253116127,31.25)
(34.304142394315704,31.25)
(37.56935703888503,31.25)
(41.56944609589614,31.25)
(42.77459500165829,32.080946251243724)
(41.63040159030307,31.25)
(33.50666774201971,31.25)
(36.34851484412333,31.25)
(35.89064075462264,31.25)
(39.879626134818345,31.25)
(40.43398220226494,31.25)
